,categ,duration,views,like_ratio,channel_appeal,title,y
951,4,0,2,1,1,Kubeflow: Machine Learning on Kubernetes,0
952,4,0,3,1,0,Intro to Machine Learning (ML Zero to Hero - Part 1),0
953,3,2,3,1,0,Machine Learning Full Course | Learn Machine Learning | Machine Learning Tutorial | Simplilearn,0
954,4,0,2,1,1,Bitcoin Price Prediction Using Machine Learning And Python,0
955,4,0,3,1,0,"Qual a diferença entre Inteligência Artificial, Machine Learning, Data Science, Deep Learning, etc?",0
956,3,0,2,1,0,A Brief History Of Machine Learning | Machine Learning For Beginners | Simplilearn,0
958,4,0,3,1,0,These books will help you learn machine learning,0
959,3,2,3,1,0,Data Science Full Course - Learn Data Science in 10 Hours | Data Science For Beginners | Edureka,0
960,4,1,1,1,0,Measuring embedded machine learning,0
961,3,2,3,1,0,Project 1: End To End Python ML Project (Complete)| Machine Learning Tutorials Using Python In Hindi,0
962,3,1,2,1,0,Best Python Libraries For Data Science & Machine Learning | Data Science Python Libraries | Edureka,0
963,3,0,3,1,0,How To Make a Chatbot in Python | Python Chat Bot Tutorial | Edureka,0
964,3,0,2,1,0,Top Machine Learning Tools and Frameworks for Beginners | Machine Learning Tutorial | Edureka,0
965,4,0,2,1,0,"Si quiero dedicarme al Machine Learning, ¿qué cursos debo hacer y en qué orden?",0
966,4,0,2,1,0,QUÉ ES EL MACHINE LEARNING Y CÓMO FUNCIONA,0
967,4,1,2,1,0,[ภาษาไทย] Introduction to Machine Learning by Dr.Arm NECTEC,0
969,0,0,3,1,0,Cyberpunk 2077 - Teaser Trailer (2013) (Remastered in 4K using AI Machine Learning) [IMPRESSIVE],0
970,3,0,2,1,0,Machine Learning Interview Questions and Answers - For Freshers and Experienced Candidates,1
971,2,0,2,1,0,O que é Machine Learning (Aprendizado de Máquina)?,0
972,3,0,2,1,1,Predicting Heart Disease using Machine Learning,1
974,3,0,3,1,0,FORMATION MACHINE LEARNING (2019) - ML#1,0
976,3,0,3,1,1,Deploy Machine Learning Model using Flask,1
978,4,0,2,1,0,How to get started with Azure Machine Learning Service | Azure Tips and Tricks,0
979,3,0,2,1,1,Feature Selection Techniques Easily Explained | Machine Learning,0
980,4,1,2,1,1,How to prepare for Machine Learning interviews- Part 1 | Applied AI Course,1
983,3,0,2,1,1,Machine Learning Algorithm- Which one to choose for your Problem?,0
984,4,0,2,0,0,Top 5 Channels to Learn Machine Learning | Best Machine Learning Youtube Channels | Well Academy,0
986,4,0,2,1,1,Platform Overview - Machine Learning,0
987,0,0,2,1,0,Building Mario Levels with Machine Learning | AI and Games,0
988,4,0,3,1,0,Future Seminar featuring ST Microelectronics: Practical Machine Learning & AI,0
989,4,1,2,1,1,Breast Cancer Detection Using Python & Machine Learning,1
990,3,0,2,1,0,Python Pandas Part-14 | Pandas interpolate() Function in Hindi | Machine Learning Course #01.02.14,0
991,3,2,2,1,0,Webinar - Customer Analytics using Machine Learning | Great Learning,0
993,3,0,2,1,1,DNA Sequencing Classifier using  Machine Learning,1
994,3,0,2,1,0,"Boosting Machine Learning Tutorial | Adaptive Boosting, Gradient Boosting, XGBoost | Edureka",1
995,3,0,2,1,0,Machine Learning & Data Science Hands-on Python Course Introduction in Hindi #00.00,0
997,3,0,1,1,0,Modern Finance. Leveraging AI/Machine Learning in Decision Making,0
1003,4,1,3,1,0,Machine Learning Zero to Hero (Google I/O'19),1
1004,4,1,2,1,1,Music and Machine Learning (Google I/O'19),1
1005,4,1,3,1,1,Live Coding A Machine Learning Model from Scratch (Google I/O'19),1
1007,4,0,3,1,0,Future Seminar featuring NXP: Practical Machine Learning & AI,0
1008,4,0,2,1,0,Time Series Forecasting with Azure Machine Learning,0
1009,4,0,3,1,0,My Journey Learning ML and AI through Self Study - Sachi Parikh - ML4ALL 2019,0
1010,3,0,2,1,0,Machine Learning and AI explained in Sinhala,0
1011,4,0,2,1,0,How I Started a Career in Machine Learning - No PHD Required,0
1012,4,0,2,1,2,O que é Machine Learning? #HipstersPontoTube,0
1013,3,0,3,1,0,Decision Tree Solved | Id3 Algorithm (concept and numerical) | Machine Learning (2019),1
1015,3,0,2,1,0,Active (Machine) Learning - Computerphile,1
1016,3,0,2,1,0,Machine Learning Projects | Machine Learning Project Ideas For Beginners | Edureka,0
1017,3,0,2,1,0,Machine Learning Basics | What Is Machine Learning? | Introduction To Machine Learning | Edureka,0
1020,4,0,2,1,0,Machine Learning PREREQuisites | what to learn first,0
1021,4,0,3,1,0,Why I Don't Like Machine Learning,0
1022,3,0,2,1,0,Apa itu Machine Learning? Inilah cara mudah memahami Machine Learning,0
1023,3,0,2,1,0,Self-Studying Machine Learning? Remind yourself of these 6 things,0
1024,4,1,2,1,0,Human-Centric Machine Learning Infrastructure @Netflix,1
1025,3,2,3,1,0,Machine Learning Crash Course-2 Hours | Learn Machine Learning | Machine Learning Tutorial | Edureka,0
1026,3,0,2,1,0,Data Science VS Machine Learning | Difference between Data Science & Machine learning | KnowledgeHut,0
1027,3,0,2,1,0,Machine learning For Beginners in Hindi,0
1028,3,0,3,1,0,Machine Learning In 5 Minutes | Machine Learning Introduction |What Is Machine Learning |Simplilearn,0
1029,4,0,2,1,0,AI 101: What is Machine Learning? | Accenture,0
1030,3,2,3,1,0,Python Tutorial - Python for Beginners [Full Course],0
1031,3,0,3,1,0,Introduction To Machine Learning ll Machine Learning Course Explained With RealLife Examples (Hindi),0
1032,4,0,2,1,1,Making Friends with Machine Learning: Regression,1
1033,3,0,3,1,0,Machine Learning Tutorial Python - 13:  K Means Clustering,0
1034,3,0,2,1,0,"Introducción al Aprendizaje Automático (Machine Learning), por Emilio Crudele",0
1035,3,0,3,0,0,Balloon Machine - Learning Numbers for Babies and Toddlers | TuTiTu Preschool,0
1037,3,0,2,1,0,Machine learning algorithms explained in Excel,0
1038,3,0,2,1,0,"Machine Learning Engineer Jobs, Resume & Salary | Machine Learning Engineer Salary Report | Edureka",1
1039,4,2,2,1,1,How to be a Good Machine Learning PM by Google Product Manager,1
1040,3,0,3,1,0,Machine Learning Tutorial Python - 11  Random Forest,0
1041,3,0,2,1,0,10 Must Have Machine Learning Engineer Skills That Will Get You Hired | ML Engineer Skills | Edureka,1
1042,3,0,2,1,0,Machine Learning Bangla Tutorial - Introduction (মেশিন লার্নিং),0
1043,3,1,3,1,0,Scikit-Learn Tutorial | Machine Learning With Scikit-Learn | Sklearn | Python Tutorial | Simplilearn,0
1044,4,0,2,1,0,Get Started with Azure Machine Learning,0
1045,3,0,3,1,0,The Mathematics of Machine Learning,0
1046,3,0,3,1,0,A Gentle Introduction to Machine Learning,0
1047,4,2,3,1,0,Deep Learning 1: Introduction to Machine Learning Based AI,0
1048,3,0,3,1,0,Machine Learning Tutorial Python - 9  Decision Tree,0
1049,4,0,2,1,0,Classification and Regression in Machine Learning,0
1050,2,0,0,1,0,#sad  status#deep learning in love  story #poison love status#business love #,0
1051,4,1,0,1,0,Ben Wilson ~ Machine Learning in Real Life Applications ~ SchoolofAI May2021,0
1052,3,0,0,1,0,GoEduHub Free Online Summer Training On Machine Learning & Data Science With Python  | #GoEduHub |,0
1053,2,0,0,0,0,AI Search by image || Deep Learning Project Ideas || VGG16 CNN Model Application,0
1054,4,0,0,1,0,what is deep learning in ai and how is it useful | artificial neural network machine learning hindi,0
1055,3,0,2,1,0,PYTHON AND DEEP LEARNING : Day -7 (Deep Learning Project ),0
1056,3,0,0,1,0,Machine Learning - Python Dictionary,0
1057,0,2,0,1,0,Time series forecasting with deep learning research + coding with TensorFlow Part 5,0
1058,3,0,1,1,0,Understanding Data Using Statistics Explained in Hindi l Machine Learning Course,0
1059,3,1,0,1,0,#01 》ELECTROSTATICS 》DEEP LEARNING PHYSICS 2.0,1
1060,3,2,0,1,0,Car Price Prediction - Deep Learning -Sir Nasir 2021,1
1061,3,0,1,1,0,How Derivatives is one of the Most Important Topics in Machine Learning?,0
1062,4,0,0,1,0,Convolutional Neural Networks - What is CNN in Deep Learning,1
1063,2,0,0,1,0,Change Your Face in Video Using Reface App | Face App | Deep Learning | Face App Video TechyHans,0
1064,2,0,0,1,0,Learning from Few Samples - Meta Learning - Deep Learning,0
1065,2,1,0,1,0,tamil deep learning computer build rig with gpu artificial intelligence tamil AI consultant,0
1066,3,0,0,1,0,Fundamental of Machine Learning - Idea of Classification [L - 3.1] | Classification In ML,0
1067,3,0,0,1,0,[C2 | L4] Advanced Machine Learning | Handling Data For Machine Learning | Utkarshini Edutech,0
1068,3,0,0,1,0,Fundamental of Machine Learning - Concept of Classification for KNN (Theory) [L - 3.2] | KNN,0
1069,3,0,0,1,0,Fundamentals of Machine Learning - Implementation KNN - (I) [L - 3.4] | KNN Implementation,0
1070,3,0,0,1,0,[C2  | L3] Advanced Machine Learning | Handling Data For Machine Learning | Utkarshini Edutech,0
1071,3,0,0,1,0,[C2 | L1] Advanced Machine Learning | Handling Data For Machine Learning | Utkarshini Edutech,0
1072,2,0,0,1,0,Storing Machine Learning Python pickle models in a database using Colab PostgreSQL and psycopg2,0
1073,2,0,0,1,0,study deep learning by animation & visually easy deep learning code generator using an android app,0
1074,3,1,2,1,0,PYTHON AND DEEP LEARNING : Day -6 (Deep Learning Basics ),0
1075,3,0,0,1,0,Deep Nostalgia can turn photos into moving Deep Learning,0
1076,3,0,0,1,0,Why take the deep learning specialization if you want to become a Deep Learning Engineer,0
1077,4,1,2,1,0,DDPM - Diffusion Models Beat GANs on Image Synthesis (Machine Learning Research Paper Explained),1
1078,2,0,1,1,0,"SkinDeep Video Demo, Deep Learning Model. Lil Skies Tattoo removed using SkinDeep",1
1079,0,0,0,1,0,LdB - 3rr0R (Deep Learning),0
1080,0,0,0,1,0,LdB - Hackbeil (Deep Learning),0
1081,0,0,0,1,0,LdB - Reset (Deep Learning),0
1082,3,0,0,0,0,Social Distancing Detector & Monitoring Project | #COVID-19 Tracker |  Deep Learning | CV&IP Project,0
1083,4,0,1,1,0,Generative Adversarial Network (GAN) | Deep Learning,1
1084,4,0,1,1,0,"Airbnb End-to-End Machine Learning Platform | Bighead, Zipline and Redspot",1
1085,4,1,0,1,0,CAD for Assurance: NEOS Toolset and Deep Learning-Based Model Building Attacks,0
1086,3,1,2,1,0,PYTHON AND DEEP LEARNING : Day -5 (Machine Learning Basics ),0
1087,4,0,1,1,1,Supervised vs Unsupervised Machine Learning Algorithms #Shorts #AI #ML,0
1088,3,2,1,1,0,"Josh Starmer - StatQuest, Machine Learning & Statistics | Podcast #52",0
1089,4,0,1,1,1,Como me tornar um Engenheiro de Machine Learning? Como é a demanda por esse profissional?,0
1090,4,1,1,1,0,Gunnar Carlsson (5/1/21): Topological Deep Learning,1
1091,3,0,1,1,0,Top 10 Machine Learning Projects Idea With Free Source Code | Opencv | Tensorflow | Keras | Pytorch,1
1092,3,2,1,1,0,Project 15. Titanic Survival Prediction using Machine Learning in Python | Machine Learning Project,1
1093,4,0,1,1,0,Getting a Machine Learning Job is Easy,1
1094,0,0,0,1,0,DLSS Explained in Tamil || Deep Learning Super Sampling || More FPS || Tamil,0
1095,0,2,0,1,0,Time series forecasting with deep learning research + coding with TensorFlow Part 4,0
1096,4,0,2,1,3,Deep Learning for Turbulence Closure Modeling,1
1097,4,0,0,1,0,Cats and Dogs Deep Learning Classification using Tensorflow CNN || Fully Explained || Part 1,1
1098,4,0,1,1,1,Engineering oriented definition of Machine Learning #Shorts #AI #ML,0
1099,2,0,0,1,0,Mamo: Time Series forecasting using deep learning,0
1100,4,0,2,1,0,Interpret Any Machine Learning Model With Shapley Values,1
1101,4,0,0,1,0,A2 - ثورة التعلم الآلى و التعلم العميق | The Revolution Of Machine Learning & Deep Learning,0
1102,3,1,2,1,2,Webinar - Hacking AI: Security & Privacy of Machine Learning Models,1
1103,4,0,1,1,0,Deep-Daze & other Machine Learning fun on Windows via Visions of Chaos,1
1104,3,1,0,1,1,"Machine Learning-based Design of Proteins (Jennifer Listgarten, UC Berkeley)",1
1106,4,0,1,1,0,MLconf Online 2021 - MLOps Event: Efficient Deep Learning by Gaurav Menghani,1
1111,3,2,2,1,0,PYTHON AND DEEP LEARNING : Day -3 (Python Data Strcutures ),0
1112,3,2,2,1,0,PYTHON AND DEEP LEARNING : Day -2 (Python Continued ),0
1114,3,0,2,1,0,Machine Learning Engineer Roadmap | Machine Learning Engineer Skills | Machine Learning Expert,1
1118,4,0,3,1,0,Enhancing Photorealism Enhancement,1
1119,3,2,2,1,0,PYTHON AND DEEP LEARNING : Day -1 (Python ),1
1122,3,0,2,1,1,Why Deep Learning Is Becoming So Popular?🔥🔥🔥🔥🔥🔥,0
1124,2,1,1,1,0,From Physics to Machine Learning - Tatiana Gabruseva,1
1125,4,0,1,1,0,Quantifying uncertainty in deep learning – Arno Solin and Lassi Meronen,1
1126,3,0,2,1,0,COVID Detection Using Deep Learning | COVID Detection With X-Rays | Deep Learning Training | Edureka,1
1128,3,1,1,1,0,The Advantages of Deep Learning in Cardiac Clinical Practice_webinar,1
1129,3,0,2,1,0,Coursera Introduction to Machine Learning Week 1-4 Quiz Answers |Week 1-4 Comprehensive Quiz Answers,0
1130,3,2,2,1,0,Introduction to A.I & D.L - Day-1 | Deep Learning Master Class 5 Day webinar,0
1132,4,0,1,1,0,MVTec HALCON's anomaly detection based on deep learning,0
1134,3,2,2,1,0,Deep learning Tutorial with Python | Deep Learning Full course -2021 | TensorFlow | Great Learning,1
1135,4,0,2,1,1,"Working with Synthetic Data | Deep Learning for Engineers, Part 2",1
1136,4,2,0,1,0,Pedals to the Metal: Deep Learning Day Trip 2.0,0
1137,4,0,2,1,0,AXIS P3255-LVE– For analytics with deep learning,0
1138,4,1,1,1,0,Deep Learning from Scratch | Structuring,0
1141,4,0,2,1,1,"Why Choose Deep Learning? | Deep Learning for Engineers, Part 1",1
1142,3,0,1,1,0,"Single GitHub Repository for AI, ML, Deep Learning and NLP | Awesome Deep Learning | #Shorts",0
1143,0,0,3,1,0,"NVIDIA Making CPUs, New RTX A5000 & A6000 GPUs, & Deep Learning",0
1144,3,1,1,1,0,Deep Learning for Computer Vision: Cancer Image Classification | Kaggle Grandmaster | Usha Rengaraju,1
1145,3,0,1,1,0,Artificial Inelligence VS Machine Learning VS Deep Learning,0
1146,3,0,2,1,1,Part 1-EDA-Audio Classification Project Using Deep Learning,1
1147,3,0,1,1,0,Image-Based Plant Disease Detection A Comparison of Deep Learning and Classical Machine L earning,1
1148,3,0,1,1,0,Deep Learning - IITKGP | Week 10 Answers | NPTEL ||,0
1149,2,0,0,1,3,Python Code for Brain Tumor Detection Using Deep Learning Neural Network Full Source Code,1
1150,2,2,1,1,0,Deep Learning in OFDM: Introduction to basis of DL,0
1151,4,0,0,1,0,9.2 By going deep (Data Mining and Machine Learning),0
1152,3,1,2,1,0,PyTorch for Deep Learning | Deep Learning with Python Tutorial | Edureka | Deep Learning Rewind - 3,1
1153,3,0,2,1,0,Deep Learning with Python Tutorial | Deep Learning Training | Edureka | Deep Learning Live - 1,1
1154,3,0,1,1,0,Deep Learning - IITKGP | Week 9 Answers | NPTEL ||,0
1155,3,0,1,0,0,Deep Learning - IITKGP | NPTEL | Week 9 | Assignment 9 Solution | Jan2021,0
1157,4,0,1,1,0,Image Preprocessing in Neural Networks and Deep Learning with Keras and TensorFlow,1
1158,4,1,2,1,3,MIT 6.S191: Evidential Deep Learning and Uncertainty,1
1159,4,0,2,1,0,Deep Learning Classification with the MVTec Deep Learning Tool,1
1160,2,1,2,1,0,"Geometric deep learning, from Euclid to drug design",1
1161,4,2,2,1,0,Learn TensorFlow and Deep Learning fundamentals with Python (code-first introduction) Part 1/2,1
1162,3,0,1,0,0,Deep Learning IIT KGP Solution | Week-8 Quiz Assignment Solution | NPTEL Jan-Apr 2021 #NPTEL #Deep,0
1163,3,0,1,1,0,Exploding Gradient Problem | Deep Learning | Tutorial,0
1164,2,2,0,1,2,"AICTE sponsored FDP on ""Recent Advances in NLP using Deep Learning (NLP-DL-2021) -Day1",0
1165,3,0,1,1,0,Vanishing Gradient Problem | Deep Learning | Tutorial,0
1166,4,0,2,1,0,Is the New NVIDIA GeForce RTX 3060 a Good Deep Learning GPU?,0
1167,3,0,2,1,0,Ark Invest Big Ideas: DEEP LEARNING ($30 trillion by 2037),0
1168,4,2,2,1,0,"Deep Learning in Life Sciences - Lecture 01 - Course Intro, AI, ML (Spring 2021)",0
1169,3,2,2,1,1,Session On Different Types Of Loss Function In Deep Learning,1
1171,4,1,3,1,3,MIT 6.S191: Recurrent Neural Networks,1
1174,3,0,2,1,0,Building a recommendation system using deep learning,1
1175,0,1,1,1,0,How to become a Professional Data Scientist / Machine Learning / Deep Learning Engineer,0
1176,3,0,2,1,0,"Simple Explanation of LSTM | Deep Learning Tutorial 36 (Tensorflow, Keras & Python)",1
1178,4,1,2,1,3,Deep Learning of Hierarchical Multiscale Differential Equation Time Steppers,1
1180,4,2,2,1,0,Google Cloud Products and Professional Machine Learning Engineer Certification Deep Dive,1
1181,3,0,2,1,0,Keras vs TensorFlow vs Pytorch | Deep Learning Frameworks Comparison 2021 | Simplilearn,1
1182,3,1,2,1,2,Stanford CS224N: NLP with Deep Learning | Winter 2020 | BERT and Other Pre-trained Language Models,1
1183,4,0,2,1,1,Deep Learning with Raspberry Pi and MATLAB,0
1184,3,0,2,1,0,How to serve any machine learning or deep learning model using FastAPI,1
1185,4,0,1,1,0,Deep Learning in Bioinformatics | Recent Advancement,1
1186,4,1,2,1,0,TUTORIAL Primer modelo Deep Learning con TensorFlow en español | Clasificación binaria red neuronal,0
1187,3,0,2,1,1,"Papers With Code: The Latest in Machine Learning, Deep Learning And AI",1
1188,4,0,1,1,0,Regularization in Neural Networks and Deep Learning with Keras and TensorFlow,1
1189,3,0,2,1,0,"What is Recurrent Neural Network (RNN)? Deep Learning Tutorial 33 (Tensorflow, Keras & Python)",1
1190,4,0,2,1,0,Is The MSI Suprim X RTX 3090 A Machine Learning MONSTER?,0
1191,4,0,2,1,0,"How to Choose an NVIDIA GPU for Deep Learning in 2021: Quadro, Ampere, GeForce Compared",0
1192,4,0,2,1,3,MIT Deep Learning 6.S191 | 2021 Edition,0
1194,3,0,2,1,0,"What is YOLO algorithm? | Deep Learning Tutorial 31 (Tensorflow, Keras & Python)",1
1195,4,0,2,1,0,MEMES IS ALL YOU NEED - Deep Learning Meme Review - Episode 2 (Part 1 of 2),1
1199,3,0,3,1,0,Top 10 Technologies To Learn In 2021 | Trending Technologies In 2021 | Simplilearn,1
1200,2,0,2,1,0,เล่นเกมด้วยเสียงกับ Deep learning,0
1203,3,0,2,1,0,Image classification vs Object detection vs Image Segmentation | Deep Learning Tutorial 28,1
1204,4,0,2,1,3,Machine Learning for Fluid Dynamics: Patterns,1
1205,4,0,2,1,0,Intro to On-device Machine Learning (TF Fall 2020 Updates),1
1206,3,0,2,1,0,"Transfer Learning | Deep Learning Tutorial 27 (Tensorflow, Keras & Python)",1
1207,3,2,2,1,0,PyTorch Basics and Gradient Descent | Deep Learning with PyTorch: Zero to GANs | Part 1 of 6,1
1208,3,2,2,1,0,Machine Learning With R | Machine Learning Full Course | Machine Learning Tutorial | Simplilearn,0
1209,4,0,2,1,3,Machine Learning for Fluid Mechanics,1
1210,3,0,2,1,0,الفرق بين Data science vs Artificial Intelligence vs Machine Learning vs Deep Learning,0
1211,3,0,2,1,0,What Are GANs? | Generative Adversarial Networks Tutorial | Deep Learning Tutorial | Simplilearn,1
1212,3,2,2,1,1,"Deep Learning-All Optimizers In One Video-SGD with Momentum,Adagrad,Adadelta,RMSprop,Adam Optimizers",1
1213,3,1,2,1,1,"Deep Learning-Activation Functions-Elu, PRelu,Softmax,Swish And Softplus",1
1214,3,1,2,1,0,"Data augmentation to address overfitting | Deep Learning Tutorial 26 (Tensorflow, Keras & Python)",1
1215,4,0,2,1,0,How-to: Extracting Building Footprints using Esri's Deep Learning Model,0
1218,4,0,2,1,1,Deep Learning in Simulink,0
1219,3,0,1,0,0,NPTEL Deep Learning Week 6 Quiz Assignment Solutions and Answers || August 2020 || Swayam,0
1220,3,0,2,1,0,Image classification using CNN (CIFAR10 dataset) | Deep Learning Tutorial 24 (Tensorflow & Python),1
1221,2,2,0,1,0,Demystifying Deep Learning in Data Intelligence,0
1222,3,1,2,1,3,12. Machine Learning for Pathology,1
1223,3,2,3,1,0,Practical Deep Learning for Coders - Full Course from fast.ai and Jeremy Howard,0
1224,4,0,2,1,1,Object Detection on Lidar Point Clouds Using Deep Learning,0
1225,4,0,2,1,0,Machine Learning for Aerodynamics - Deep Learning & Neural Networks applied to CFD simulations,1
1228,3,0,2,1,1,How to Prepare For Deep Learning Interviews- Important Interview Questions in ANN-Part 1🔥🔥🔥🔥,1
1229,3,0,2,1,0,Simple explanation of convolutional neural network | Deep Learning Tutorial 23 (Tensorflow & Python),1
1231,4,0,2,1,0,Which NVIDIA GPU Should you get for Deep Learning as of October 2020,0
1233,4,0,2,0,0,Introduction to Deep Learning : Attention Mechanism,1
1234,4,0,2,1,0,Introduction to Deep Learning : Transfer Learning in Deep Learning,1
1236,3,0,2,1,1,Complete Road Map To Prepare For Deep Learning🔥🔥🔥🔥,0
1239,0,0,1,1,0,Deep Learning: Exercise TRIO / Part 1,0
1240,3,0,2,1,0,Apple Internship Experience in Machine Learning with a Stanford Masters Student,0
1243,3,1,2,1,0,Deep Learning Interview Questions And Answers | AI & Deep Learning Interview Questions | Intellipaat,1
1244,3,0,1,1,0,Mathematical Notation for Deep Learning Explained | Part 4 | Dot Product,0
1245,3,0,1,1,0,Structuring Machine Learning Projects Quiz Answers | Deeplearning.ai|Coursera,0
1246,3,0,2,1,0,"Precision, Recall, F1 score, True Positive|Deep Learning Tutorial 19 (Tensorflow2.0, Keras & Python)",0
1247,3,0,2,1,1,How To Train Deep Learning Models In Google Colab- Must For Everyone,0
1248,4,1,2,1,0,"Deep learning on graphs: successes, challenges, and next steps | Graph Neural Networks",1
1250,4,0,2,1,0,Deep Learning技術：押さえておくべき6つの動向(2020/08),0
1252,4,0,2,1,0,Deep Clustering: A Deep Learning Approach for High-Dimensional Data Clustering,1
1253,4,0,2,1,0,DeepSORT - DEEP LEARNING applied to OBJECT TRACKING,1
1254,3,0,3,0,0,🎭 Change Your Face In Video Using AI ReFace App | FaceApp | Deep Learning | Artificial Intelligence,0
1256,3,0,2,1,0,WHAT IS DEEP LEARNING ? | DEEP LEARNING IN TAMIL | RECENT TECHNOLOGIES (தமிழ் ),0
1257,3,0,2,1,0,"The Neural Network, A Visual Introduction | Visualizing Deep Learning, Chapter 1",0
1258,3,1,2,1,1,Live Project-Cotton Disease Prediction Deep Learning Live Project Implementation,1
1259,3,0,2,1,0,Building 3500$ Deep Learning Workstation | Deep Learning PC build From Scratch,0
1261,3,2,2,1,0,Mathematics For Machine Learning | Essential Mathematics - Machine Learning Tutorial | Simplilearn,0
1262,3,1,2,1,2,Lecture 1: Introduction to Deep Learning for Computer Vision,1
1263,4,0,2,1,0,Defect Detection with Cognex Deep Learning,1
1265,4,0,2,1,1,Building smarter games with machine learning,1
1266,3,2,3,1,0,Deep Learning Crash Course for Beginners,0
1268,3,0,1,1,0,Image-Based Plant Disease Detection:A Comparison of Deep Learning and Classical ML Algorithms,1
1269,4,0,2,1,0,OCR with Cognex Deep Learning,0
1270,4,2,2,1,0,Bayesian Deep Learning and Probabilistic Model Construction - ICML 2020 Tutorial,1
1271,3,2,2,1,0,TensorFlow 2.0 Tutorial For Beginners | TensorFlow Demo | Deep Learning & TensorFlow | Simplilearn,1
1273,4,0,1,0,0,GPT 3 - The Gigantic Deep learning Model - Tech With Gajesh - Episode 2,0
1274,4,0,2,1,0,Powered by TensorFlow: Air Cognizer predicts air quality with machine learning,1
1275,4,0,2,1,1,Upscale Video up to 600% with Video Enhance AI - Powered by Machine Learning!,1
1276,3,0,2,1,0,"Activation Functions | Deep Learning Tutorial 8 (Tensorflow Tutorial, Keras & Python)",1
1277,3,0,2,1,0,"Install tensorflow 2.0 | Deep Learning Tutorial 5 (Tensorflow Tutorial, Keras & Python)",0
1279,3,0,2,1,0,Text Classification Explained | Sentiment Analysis Example | Deep Learning Applications | Edureka,0
1282,3,0,2,1,0,"What is a Neural Network | Deep Learning Tutorial 4 (Tensorflow2.0, Keras & Python)",0
1284,3,1,2,0,0,Neural Networks and Deep Learning Coursera Quiz Answers and Assignments Solutions | Deeplearning.ai,0
1285,3,0,1,1,0,Lung cancer detection using deep learning | Cloud Technologies | IEEE Projects Hyderabad | Ameerpet,1
1287,2,0,1,1,0,Georgios Batzolis - Multimodal Image enhancement using Deep Learning,1
1290,4,0,2,1,0,Social Distancing Monitor at Edge using Deep Learning Computer Vision Tutorial,1
1291,3,1,2,1,0,Build a web-app to serve a deep learning model for skin cancer detection,1
1292,4,0,3,1,0,How Well Can an AI Learn Physics? ⚛,1
1293,3,0,2,1,0,Chat Bot With PyTorch - NLP And Deep Learning - Python Tutorial (Part 1),0
1295,4,1,3,1,1,Build A Smart AI Chat Bot Using Python & Machine Learning,0
1296,4,1,2,1,1,Classify Images Using Python & Machine Learning,1
1297,3,0,2,0,0,Best Laptop For Machine Learning & Deep Learning |Best Laptop For Machine Learning 2020 |Simplilearn,0
1298,3,2,3,1,0,"Python for Data Science - Course for Beginners (Learn Python, Pandas, NumPy, Matplotlib)",0
1299,4,2,2,1,0,DeepMind x UCL | Deep Learning Lectures | 2/12 |  Neural Networks Foundations,0
1300,4,2,3,1,0,DeepMind x UCL | Deep Learning Lectures | 1/12 | Intro to Machine Learning & AI,0
1301,4,2,2,1,0,DeepMind x UCL | Deep Learning Lectures | 5/12 |  Optimization for Machine Learning,0
1303,3,0,2,1,0,Top Deep Learning Algorithms You Should Know About | Deep Learning Algorithms Explained |Simplilearn,1
1304,2,0,2,1,0,* Machine Learning Projects * in Python | Deep Learning | Opencv | Final Year Projects,0
1305,3,1,3,1,1,Stock Price Prediction And Forecasting Using Stacked LSTM- Deep Learning,1
1306,2,0,2,1,0,Mobb Deep - The Learning (Burn) (Dirty Video),0
1308,4,0,2,1,3,【深層学習】ディープラーニングとは関数近似器である【ディープラーニングの世界 vol. 1 】 #050 #VRアカデミア #DeepLearning,0
1309,4,0,2,1,0,Deep Learning for Tabular Data: A Bag of Tricks | ODSC 2020,0
1310,4,1,2,1,0,Geospatial Deep Learning with ArcGIS,0
1312,4,0,2,1,0,In-Sight D900 Deep Learning Vision System,0
1315,4,0,1,1,3,A Knowledge Based Recommendation System That Includes Sentiment Analysis and Deep Learning,1
1316,4,0,2,1,0,How to Code a Deep Learning Model in TensorFlow.js,1
1320,4,1,2,1,0,Object Detection from Lidar using Deep Learning with ArcGIS,1
1321,3,2,2,1,0,Deep learning Tutorial | Deep learning Full Course 2020 |  Complete Deep Learning for Beginners,0
1324,3,2,2,1,0,Deep Learning Chatbot R&D,0
1325,4,0,2,1,1,What Is Deep Learning Toolbox? - Deep Learning Toolbox Overview,0
1328,3,1,2,0,0,Coronavirus Outbreak Prediction Using Machine Learning | Predicted vs Actual | Simplilearn,1
1330,4,0,2,1,0,#1 Apprendre le Deep learning avec Tensorflow - Part 1 - C'est quoi le Deep Learning ?,0
1331,4,0,2,1,0,Mon premier projet deep learning en python,0
1333,3,2,2,1,0,Linear Regression Algorithm |  Linear Regression Machine Learning | Linear Regression Full Course,0
1334,4,1,2,1,1,Machine Learning Tutorial: From Beginner to Advanced,0
1335,3,2,3,1,0,TensorFlow 2.0 Complete Course - Python Neural Networks for Beginners Tutorial,1
1336,4,0,3,1,3,Andrew Ng: Advice on Getting Started in Deep Learning | AI Podcast Clips,1
1337,4,1,2,1,0,Deep Learning: the final Frontier for Time Series Analysis?,1
1338,4,2,3,1,3,"Andrew Ng: Deep Learning, Education, and Real-World AI | Lex Fridman Podcast #73",1
